Date,Village,Area,Pre/post harvest,Family,Genus,Species,binomial,size,Life-history stage (scaridae only),Group size,pre-flight behaviour,flight direction,Depth,FID,Speargun
01/12/2011,Community 2,PHC,Pre,Scaridae,Chlorurus,bleekeri,Chlorurus bleekeri,26,t,1,ow,tr(15),9,317,0
01/12/2011,Community 2,PHC,Pre,Scaridae,Scarus,rubroviolaceus,Scarus rubroviolaceus,27,t,1,w,a,10,391,1
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,17,,2,n,a,6.3,271,0
02/12/2011,Community 2,Fished,Pre,Scaridae,Scarus,spinus,Scarus spinus,25,t,1,n,a,5.9,424,1
02/12/2011,Community 2,Fished,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,23,t,1,ow,a,6.7,394,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,vagabundus,Chaetodon vagabundus,12,,1,w,a,6.3,280,0
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,18,,4,ow,a,6.1,303,0
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,14,,3,n,a,6.2,299,0
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,citronellis,Chaetodon citronellis,8,,2,i,a,6.5,158,0
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,21,,6,n,a,6.5,297,0
02/12/2011,Community 2,Fished,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,25,i,2,sa,a,5.7,390,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,15,,2,i,a,4.4,262,0
02/12/2011,Community 2,Fished,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,29,t,2,n,a,5.2,433,1
02/12/2011,Community 2,Fished,Pre,Scaridae,Scarus,frenatus,Scarus frenatus,24,i,2,n,a,4.8,406,1
02/12/2011,Community 2,Fished,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,25,t,1,w,a,5.3,406,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,flavissimus,Chaetodon flavissimus,13,,3,i,a,5.5,201,0
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,20,,1,w,a,5.1,393,1
02/12/2011,Community 2,Fished,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,22,t,2,ow,a,6.5,417,1
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,19,,2,ow,a,6.7,289,0
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,13,,2,i,a,6.3,164,0
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,19,,1,w,a,5.6,328,0
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,15,,2,sa,a,6.8,329,0
02/12/2011,Community 2,Fished,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,27,i,1,w,a,6.5,469,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,melanotus,Chaetodon melanotus,14,,1,ow,a,6.4,172,0
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,19,,1,w,a,6,393,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,reticulatus,Chaetodon reticulatus,12,,1,n,a,6.5,267,0
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,18,,3,ow,a,5.7,338,1
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,17,,3,n,a,5.7,349,1
02/12/2011,Community 2,Fished,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,22,t,2,ow,a,6.1,473,1
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,16,,1,n,a,5,377,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Foricpiger,flavissimus,Foricpiger flavissimus,12,,1,i,a,5.6,281,0
02/12/2011,Community 2,Fished,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,21,t,1,n,a,5.4,298,0
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,20,,2,w,a,5.1,352,1
02/12/2011,Community 2,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,21,,1,w,a,6.9,273,0
02/12/2011,Community 2,Fished,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,24,i,3,n,a,5.8,489,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,12,,2,sa,a,5.6,274,0
02/12/2011,Community 2,Fished,Pre,Scaridae,Chlorurus,bleekeri,Chlorurus bleekeri,19,i,3,n,a,5.5,387,1
02/12/2011,Community 2,Fished,Pre,Chaetodontidae,Chaetodon,citronellis,Chaetodon citronellis,9,,1,n,a,5.6,232,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,22,,1,n,TR,4.5,283,0
09/12/2011,Community 2,MPA,Post,Scaridae,Scarus,frenatus,Scarus frenatus,31,t,1,sa,a,5.1,257,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,24,,1,i,a,4.4,220,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Naso,lituratus,Naso lituratus,21,,1,n,a,5.8,307,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,21,,1,n,a,5.8,157,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Heniochus,varius,Heniochus varius,15,,1,n,a,3.9,236,0
09/12/2011,Community 2,MPA,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,26,t,1,w,a,5.6,132,0
09/12/2011,Community 2,MPA,Post,Scaridae,Scarus,niger,Scarus niger,21,t,2,ow,a,5.1,152,0
09/12/2011,Community 2,MPA,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,27,t,1,w,a,5.6,221,0
09/12/2011,Community 2,MPA,Post,Scaridae,Scarus,spinus,Scarus spinus,28,t,1,ow,a,4.5,272,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,14,,3,w,a,7.8,123,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,19,,1,ow,a,4,166,0
09/12/2011,Community 2,MPA,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,27,t,1,n,a,4.4,203,0
09/12/2011,Community 2,MPA,Post,Scaridae,Scarus,oviceps,Scarus oviceps,28,t,1,sa,a,4.2,218,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,16,,2,i,a,5.4,95,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,13,,2,ow,a,4.3,246,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,17,,1,w,a,5.4,222,0
09/12/2011,Community 2,MPA,Post,Scaridae,Scarus,niger,Scarus niger,30,t,1,ow,ar(25),4,298,0
09/12/2011,Community 2,MPA,Post,Scaridae,Chlorurus,microrhinos,Chlorurus microrhinos,41,t,2,ow,a,2.5,479,1
09/12/2011,Community 2,MPA,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,22,,1,w,a,2.2,248,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Foricpiger,flavissimus,Foricpiger flavissimus,16,,1,i,a,6.2,132,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Acanthurus,nigracaudus,Acanthurus nigracaudus,29,,3,N,a,8.4,403,1
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,17,,2,i,a,3.3,62,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Acanthurus,dussemieri,Acanthurus dussemieri,33,,2,sa,a,6.7,35,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Naso,lituratus,Naso lituratus,24,,1,n,a,4.2,273,0
09/12/2011,Community 2,MPA,Post,Scaridae,Scarus,oviceps,Scarus oviceps,29,t,1,n,a,6.1,241,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,20,,2,ow,a,3.2,320,0
09/12/2011,Community 2,MPA,Post,Scaridae,Scarus,niger,Scarus niger,32,t,1,n,a,7.9,229,0
09/12/2011,Community 2,MPA,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,23,,1,w,a,3.4,176,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,melanotus,Chaetodon melanotus,11,,1,i,a,2.6,293,0
09/12/2011,Community 2,MPA,Post,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,31,t,1,i,a,2.6,293,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,14,,2,n,a,2.1,172,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Heniochus,varius,Heniochus varius,16,,2,i,a,4.3,159,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Foricpiger,flavissimus,Foricpiger flavissimus,15,,3,i,a,5.4,101,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,17,,2,ow,a,5,170,0
09/12/2011,Community 2,MPA,Post,Chaetodontidae,Chaetodon,auriga,Chaetodon auriga,15,,1,ow,a,3.7,132,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Acanthurus,leucocheilus,Acanthurus leucocheilus,19,,1,ow,a,4.8,254,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,15,,1,i,a,5.8,212,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,17,,1,ow,a,4.6,291,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,16,,2,sa,a,5.2,115,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,21,,1,w,a,4.5,356,1
10/12/2011,Community 2,PHC,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,23,,1,ow,a,4.7,409,1
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,16,,2,sa,a,5.2,115,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,ulietensis,Chaetodon ulietensis,13,,1,n,a,4.6,209,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,14,,1,w,a,7.2,124,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,14,,2,n,a,6.8,248,0
10/12/2011,Community 2,PHC,Post,Scaridae,Scarus,psitticus,Scarus psitticus,20,t,1,ow,a,8,299,0
10/12/2011,Community 2,PHC,Post,Scaridae,Scarus,spinus,Scarus spinus,26,t,1,i,a,8.1,273,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,19,,2,ow,a,5.6,329,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,ornatissimus,Chaetodon ornatissimus,15,,1,I,a,5.6,191,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,10,,2,w,a,4.5,114,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Naso,lituratus,Naso lituratus,25,,3,n,a,8,479,1
10/12/2011,Community 2,PHC,Post,Scaridae,Scarus,spinus,Scarus spinus,27,t,1,ow,a,8.4,383,1
10/12/2011,Community 2,PHC,Post,Acanthuridae,Naso,lituratus,Naso lituratus,27,,5,n,a,8.6,397,1
10/12/2011,Community 2,PHC,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,25,t,1,ow,a,8.5,392,1
10/12/2011,Community 2,PHC,Post,Scaridae,Chlorurus,microrhinos,Chlorurus microrhinos,36,t,1,n,a,8.3,498,1
10/12/2011,Community 2,PHC,Post,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,24,t,1,i,a,6.2,344,1
10/12/2011,Community 2,PHC,Post,Scaridae,Scarus,oviceps,Scarus oviceps,28,t,1,ow,a,8.4,447,1
10/12/2011,Community 2,PHC,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,20,,6,n,a,5.4,326,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,14,,1,w,a,6.5,266,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,21,,3,ow,a,5.7,503,1
10/12/2011,Community 2,PHC,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,24,,1,w,a,7.2,393,1
10/12/2011,Community 2,PHC,Post,Scaridae,Scarus,psitticus,Scarus psitticus,22,t,1,n,a,9.7,392,1
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,reticulatus,Chaetodon reticulatus,15,,1,i,a,8.5,246,0
10/12/2011,Community 2,PHC,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,24,t,1,ow,a,7.1,304,0
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,16,,2,i,a,8.5,246,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Naso,lituratus,Naso lituratus,21,,1,ow,a,10.8,351,1
10/12/2011,Community 2,PHC,Post,Scaridae,Chlorurus,bleekeri,Chlorurus bleekeri,31,t,2,ow,a,12.5,337,0
10/12/2011,Community 2,PHC,Post,Acanthuridae,Naso,lituratus,Naso lituratus,23,,2,ow,a,10.4,381,1
10/12/2011,Community 2,PHC,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,11,,2,i,a,8.2,206,0
10/12/2011,Community 2,PHC,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,25,t,1,w,a,12.4,298,0
10/12/2011,Community 2,PHC,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,26,t,1,ow,a,9.8,349,1
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,plebius,Chaetodon plebius,14,,2,w,a,7.4,268,0
11/12/2011,Community 2,Fished,Post,Acanthuridae,Naso,lituratus,Naso lituratus,26,,1,n,a,4.9,556,1
11/12/2011,Community 2,Fished,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,18,,1,w,a,4.4,138,0
11/12/2011,Community 2,Fished,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,23,,1,ow,a,7.4,292,0
11/12/2011,Community 2,Fished,Post,Acanthuridae,Naso,lituratus,Naso lituratus,24,,1,n,a,6.7,378,1
11/12/2011,Community 2,Fished,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,17,,1,w,a,6.2,422,1
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,oviceps,Scarus oviceps,25,i,1,w,a,6.1,487,1
11/12/2011,Community 2,Fished,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,20,,1,ow,a,6.5,419,1
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,frenatus,Scarus frenatus,23,i,2,n,a,6.3,304,0
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,12,,2,n,a,7.2,157,0
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,ulietensis,Chaetodon ulietensis,12,,2,i,a,7.6,189,0
11/12/2011,Community 2,Fished,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,26,t,1,w,a,6.9,339,1
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,spinus,Scarus spinus,27,t,1,ow,a,6.7,409,1
11/12/2011,Community 2,Fished,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,23,t,1,n,a,5.9,443,1
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,semion,Chaetodon semion,14,,1,i,a,5.3,278,0
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,hypselopterus,Scarus hypselopterus,25,t,1,w,a,6.2,435,1
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,13,,1,ow,a,6.5,286,0
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,oviceps,Scarus oviceps,26,i,1,sa,a,6.4,403,1
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,vagabundus,Chaetodon vagabundus,13,,1,i,a,6.7,141,0
11/12/2011,Community 2,Fished,Post,Acanthuridae,Naso,lituratus,Naso lituratus,24,,1,w,a,7.2,389,1
11/12/2011,Community 2,Fished,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,23,t,1,n,a,7.5,466,1
11/12/2011,Community 2,Fished,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,22,,2,ow,a,6.7,343,1
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,unimaculatus,Chaetodon unimaculatus,12,,1,i,a,6.4,201,0
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,11,,1,n,a,6.6,77,0
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,spinus,Scarus spinus,28,t,1,w,a,7.6,479,1
11/12/2011,Community 2,Fished,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,20,,1,n,a,6.2,329,0
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Foricpiger,flavissimus,Foricpiger flavissimus,13,,2,i,a,6.7,218,0
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,oviceps,Scarus oviceps,25,t,1,n,a,6.6,313,0
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,auriga,Chaetodon auriga,15,,2,w,a,7.6,122,0
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,11,,2,n,a,7.7,129,0
11/12/2011,Community 2,Fished,Post,Acanthuridae,Naso,lituratus,Naso lituratus,27,,1,ow,a,7.7,429,1
11/12/2011,Community 2,Fished,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,25,t,1,w,a,8.9,329,0
11/12/2011,Community 2,Fished,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,18,,1,w,a,8.8,294,0
11/12/2011,Community 2,Fished,Post,Scaridae,Scarus,frenatus,Scarus frenatus,26,i,1,n,a,8.4,597,1
11/12/2011,Community 2,Fished,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,20,,1,ow,a,7.2,299,0
11/12/2011,Community 2,Fished,Post,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,16,,2,n,a,6.9,303,0